symbol,decision_session,decision_time_utc,decision_close_ny,execution_session,packet_version,TEXT_status,selected_news_count,selected_news_latest_date,selected_news_oldest_date,text_latest_safe_age_calendar_days,text_dedup_removed_count,text_same_day_ambiguous_rejected_count,TABLE_status,selected_filing_date,selected_table_concept_count,table_latest_safe_filed_date,table_latest_safe_age_calendar_days,table_same_day_ambiguous_rejected_count,table_selected_restatement_rule,TIME_SERIES_status,latest_included_session,time_series_selected_session_count,time_series_evidence_age_calendar_days,time_series_summary_fields,IMAGE_status,selected_image,selected_image_window_end,image_evidence_age_calendar_days,image_staleness_threshold_rule,PIT_rejection_flags,PIT_violation_count,ambiguous_rejected_count,source_hash_reference,estimated_text_chars,estimated_table_chars,estimated_time_series_chars,estimated_image_chars,estimated_packet_chars,estimated_packet_bytes_utf8
JPM,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-03T16:00:00-04:00,2024-05-06,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,2,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-03,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,124,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,e3823a9265b8fb2562e7fbfbeec389ef9c6473441ed8c5a1ff4427a1ebcc595c,19,806,485,96,2006,2006
AAPL,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-10T16:00:00-04:00,2024-05-13,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,146,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,7,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-10,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,69e39cb45e6d38aad9b0d6f20f222dda4d81e2ff3ef9dabe457b5a08c96116d5,19,799,488,61,1967,1967
AMZN,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-10T16:00:00-04:00,2024-05-13,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,146,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,9,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-10,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,131,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,7affc3a6c1311016091fbfd1a02fe571e30f713c712a28b775fcd1f7d61d7bb5,19,686,487,97,1889,1889
JPM,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-10T16:00:00-04:00,2024-05-13,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,9,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-10,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,131,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,0535e451d0ac8dc8944e689d61060bc9a1415a72849781b66457b9f0883ac7f9,19,806,486,96,2007,2007
AAPL,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-17T16:00:00-04:00,2024-05-20,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,153,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,14,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-17,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,2cfdec0ec89890d9485de187538e3098a956e5b801033a1502946c9dec691447,19,799,468,61,1947,1947
AMZN,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-17T16:00:00-04:00,2024-05-20,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,153,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,16,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-17,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,138,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,e77b96ae41427dfc8e151f30338191c952898d725a240b3489d68351d17e99ee,19,686,487,97,1889,1889
JPM,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-17T16:00:00-04:00,2024-05-20,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,16,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-17,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,138,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,019125464890c11072c062ccb8fc0019c6e5146c06400a7126954f0b05f00ffe,19,806,469,96,1990,1990
AAPL,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-24T16:00:00-04:00,2024-05-28,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,160,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,21,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-24,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,492a430fe69b668e301bc598c2a38e9783d49ce47907dcf769afb7e58792c3f5,19,799,487,61,1966,1966
AMZN,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-24T16:00:00-04:00,2024-05-28,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,160,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,23,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-24,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,145,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,e68539611937bcb83cd82ea9758f5f9ceda12c9ac59ac7d336ee7ccb014bf8e2,19,686,491,97,1893,1893
JPM,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-24T16:00:00-04:00,2024-05-28,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,23,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-24,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,145,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,72900c8dc32ce4d8bbc254d043331624a0c9503ec31b481c2d7ba94bfd889367,19,806,487,96,2008,2008
AAPL,2024-05-31,2024-05-31T20:00:00+00:00,2024-05-31T16:00:00-04:00,2024-06-03,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,167,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,28,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-31,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,e90b54b163f7c6f4eec2b6e08c4dfefc6dfa48e323edc008c861e67663385224,19,799,488,61,1967,1967
AMZN,2024-05-31,2024-05-31T20:00:00+00:00,2024-05-31T16:00:00-04:00,2024-06-03,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,167,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,30,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-31,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,152,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,bcebc782985f57282e82c2e536674b6923617bfecbfaa4270b3caa48d4bca280,19,686,487,97,1889,1889
JPM,2024-05-31,2024-05-31T20:00:00+00:00,2024-05-31T16:00:00-04:00,2024-06-03,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,30,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-05-31,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,152,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,4e520c32976f9899bf7b72e2a8f755ae2707d2758d862fca584bec4afe635e6b,19,806,484,96,2005,2005
AAPL,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-07T16:00:00-04:00,2024-06-10,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,174,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,35,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-07,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,a73ab712bf295bf247d6936a50c3cec39190fa65d8a4dd221fc5aa7ca4c8acc4,19,799,467,61,1946,1946
AMZN,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-07T16:00:00-04:00,2024-06-10,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,174,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,37,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-07,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,159,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,234c6ab1af37461a6268fa799761cd62d09d28f7e852b656f55388e0c0760d4f,19,686,488,97,1890,1890
JPM,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-07T16:00:00-04:00,2024-06-10,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,37,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-07,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,159,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,e43f4c18eb17ce62a24ec42a9c894bfe783c600fcb3b04689ca42d96f0a0a584,19,806,487,96,2008,2008
AAPL,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-14T16:00:00-04:00,2024-06-17,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,181,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,42,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-14,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,98a348109619b26616993630ca358b4d318b52824df316675035c23fac203358,19,799,481,61,1960,1960
AMZN,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-14T16:00:00-04:00,2024-06-17,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,181,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,44,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-14,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,166,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,ace09db7574efaec1ceb774bb798fde62a4abee8f3f8b4a36acd4a9b31832bdd,19,686,489,97,1891,1891
JPM,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-14T16:00:00-04:00,2024-06-17,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,44,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-14,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,166,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,6565b9b4fb452b9fdfc0857188738bb3bd8be57a152c5799afb947313e2bd946,19,806,487,96,2008,2008
AAPL,2024-06-21,2024-06-21T20:00:00+00:00,2024-06-21T16:00:00-04:00,2024-06-24,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,188,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,49,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-21,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,860ff685001c97837183d4b2250dacb77dcba1fe4efbfd8c1dc3e3bea7f004f4,19,799,481,61,1960,1960
AMZN,2024-06-21,2024-06-21T20:00:00+00:00,2024-06-21T16:00:00-04:00,2024-06-24,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,188,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,51,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-21,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,173,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,038c9a27ac4215ef474886cd284cab5e634067daab1cf6e3d37466d65549e85c,19,686,489,97,1891,1891
JPM,2024-06-21,2024-06-21T20:00:00+00:00,2024-06-21T16:00:00-04:00,2024-06-24,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,51,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-21,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,173,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,13dc8fe6270b569b13ad811f88c97f442b258eb36bf4709475ad72b154d32789,19,806,491,96,2012,2012
AAPL,2024-06-28,2024-06-28T20:00:00+00:00,2024-06-28T16:00:00-04:00,2024-07-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,195,0,0,AVAILABLE,Assets=2024-05-03;Liabilities=2024-05-03;NetCashProvidedByUsedInFinancingActivities=2024-05-03;NetCashProvidedByUsedInInvestingActivities=2024-05-03;NetCashProvidedByUsedInOperatingActivities=2024-05-03;StockholdersEquity=2024-05-03,6,2024-05-03,56,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,UNAVAILABLE,,,,none beyond strict inferred window-end gate,,0,0,456cbf068826941478643fa869ef57e8568f05c4b2135b07badc6ff8f1c979ab,19,799,485,61,1964,1964
AMZN,2024-06-28,2024-06-28T20:00:00+00:00,2024-06-28T16:00:00-04:00,2024-07-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,2023-12-16,,195,307,0,AVAILABLE,Assets=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,5,2024-05-01,58,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,amzn_2023_H2_candlestick.png,2023-12-31,180,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,64670f99e0bbb271e3457e432027892344c0602cef45a9c83b182c0b65434ac3,19,686,486,97,1888,1888
JPM,2024-06-28,2024-06-28T20:00:00+00:00,2024-06-28T16:00:00-04:00,2024-07-01,M1-FINMULTITIME-DRAFT-0.1,UNAVAILABLE,0,,,,0,0,AVAILABLE,Assets=2024-05-01;Liabilities=2024-05-01;NetCashProvidedByUsedInFinancingActivities=2024-05-01;NetCashProvidedByUsedInInvestingActivities=2024-05-01;NetCashProvidedByUsedInOperatingActivities=2024-05-01;StockholdersEquity=2024-05-01,6,2024-05-01,58,0,latest eligible filed version per exact concept/unit/start/end group,AVAILABLE,2024-06-28,60,0,cumulative_return_20d;cumulative_return_5d;cumulative_return_60d;drawdown_from_60d_peak;high_low_range_20d;realised_volatility_20d_annualised;relative_volume_vs_20d_mean,AVAILABLE,jpm_2023_H2_candlestick.png,2023-12-31,180,none beyond strict inferred window-end gate,IMAGE_WINDOW_END_INFERRED_FROM_HALF_YEAR_FILENAME,0,0,d7219af7a1775acca60c7e1f7ab6f9d41a38b8f661123842e89ff59a23de364e,19,806,489,96,2010,2010
